Time,CELLS:ROOMX1:WINTER DESIGN DAY IN FRIBOURG (O1-O1:31-12):Des Heat Load [W],CELLS:ROOMX1::Des Sens Cool Load [W],CELLS:ROOMX1:WINTER DESIGN DAY IN FRIBOURG (O1-O1:31-12):Des Heat Mass Flow [kg/s],CELLS:ROOMX1::Des Cool Mass Flow [kg/s],CELLS:ENTRANCE:WINTER DESIGN DAY IN FRIBOURG (O1-O1:31-12):Des Heat Load [W],CELLS:ENTRANCE::Des Sens Cool Load [W],CELLS:ENTRANCE:WINTER DESIGN DAY IN FRIBOURG (O1-O1:31-12):Des Heat Mass Flow [kg/s],CELLS:ENTRANCE::Des Cool Mass Flow [kg/s],CELLS:ROOMX2::Des Heat Load [W],CELLS:ROOMX2::Des Sens Cool Load [W],CELLS:ROOMX2::Des Heat Mass Flow [kg/s],CELLS:ROOMX2::Des Cool Mass Flow [kg/s]
18:30:00,4.331712E+02,0.000000E+00,2.202626E-02,0.000000E+00,6.493790E+02,0.000000E+00,4.183048E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
18:40:00,4.331719E+02,0.000000E+00,2.202630E-02,0.000000E+00,6.493926E+02,0.000000E+00,4.183135E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
18:50:00,4.331726E+02,0.000000E+00,2.202633E-02,0.000000E+00,6.494062E+02,0.000000E+00,4.183222E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
19:00:00,4.331733E+02,0.000000E+00,2.202637E-02,0.000000E+00,6.494197E+02,0.000000E+00,4.183309E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
19:10:00,4.331740E+02,0.000000E+00,2.202640E-02,0.000000E+00,6.494331E+02,0.000000E+00,4.183396E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
19:20:00,4.331747E+02,0.000000E+00,2.202644E-02,0.000000E+00,6.494466E+02,0.000000E+00,4.183483E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
19:30:00,4.331754E+02,0.000000E+00,2.202647E-02,0.000000E+00,6.494600E+02,0.000000E+00,4.183569E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
19:40:00,4.331761E+02,0.000000E+00,2.202651E-02,0.000000E+00,6.494734E+02,0.000000E+00,4.183655E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
19:50:00,4.331768E+02,0.000000E+00,2.202654E-02,0.000000E+00,6.494868E+02,0.000000E+00,4.183741E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
20:00:00,4.331775E+02,0.000000E+00,2.202658E-02,0.000000E+00,6.495001E+02,0.000000E+00,4.183827E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
20:10:00,4.331782E+02,0.000000E+00,2.202661E-02,0.000000E+00,6.495134E+02,0.000000E+00,4.183913E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
20:20:00,4.331789E+02,0.000000E+00,2.202665E-02,0.000000E+00,6.495266E+02,0.000000E+00,4.183998E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
20:30:00,4.331796E+02,0.000000E+00,2.202668E-02,0.000000E+00,6.495399E+02,0.000000E+00,4.184084E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
20:40:00,4.331802E+02,0.000000E+00,2.202672E-02,0.000000E+00,6.495531E+02,0.000000E+00,4.184169E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
20:50:00,4.331809E+02,0.000000E+00,2.202675E-02,0.000000E+00,6.495663E+02,0.000000E+00,4.184254E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
21:00:00,4.331816E+02,0.000000E+00,2.202679E-02,0.000000E+00,6.495794E+02,0.000000E+00,4.184338E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
21:10:00,4.331823E+02,0.000000E+00,2.202682E-02,0.000000E+00,6.495925E+02,0.000000E+00,4.184423E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
21:20:00,4.331830E+02,0.000000E+00,2.202686E-02,0.000000E+00,6.496056E+02,0.000000E+00,4.184507E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
21:30:00,4.331836E+02,0.000000E+00,2.202689E-02,0.000000E+00,6.496187E+02,0.000000E+00,4.184591E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
21:40:00,4.331843E+02,0.000000E+00,2.202693E-02,0.000000E+00,6.496317E+02,0.000000E+00,4.184675E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
21:50:00,4.331850E+02,0.000000E+00,2.202696E-02,0.000000E+00,6.496447E+02,0.000000E+00,4.184759E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
22:00:00,4.331857E+02,0.000000E+00,2.202700E-02,0.000000E+00,6.496576E+02,0.000000E+00,4.184842E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
22:10:00,4.331863E+02,0.000000E+00,2.202703E-02,0.000000E+00,6.496706E+02,0.000000E+00,4.184926E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
22:20:00,4.331870E+02,0.000000E+00,2.202706E-02,0.000000E+00,6.496835E+02,0.000000E+00,4.185009E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
22:30:00,4.331877E+02,0.000000E+00,2.202710E-02,0.000000E+00,6.496964E+02,0.000000E+00,4.185092E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
22:40:00,4.331883E+02,0.000000E+00,2.202713E-02,0.000000E+00,6.497092E+02,0.000000E+00,4.185174E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
22:50:00,4.331890E+02,0.000000E+00,2.202716E-02,0.000000E+00,6.497220E+02,0.000000E+00,4.185257E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
23:00:00,4.331896E+02,0.000000E+00,2.202720E-02,0.000000E+00,6.497348E+02,0.000000E+00,4.185339E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
23:10:00,4.331903E+02,0.000000E+00,2.202723E-02,0.000000E+00,6.497476E+02,0.000000E+00,4.185422E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
23:20:00,4.331910E+02,0.000000E+00,2.202726E-02,0.000000E+00,6.497603E+02,0.000000E+00,4.185504E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
23:30:00,4.331916E+02,0.000000E+00,2.202730E-02,0.000000E+00,6.497730E+02,0.000000E+00,4.185585E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
23:40:00,4.331923E+02,0.000000E+00,2.202733E-02,0.000000E+00,6.497857E+02,0.000000E+00,4.185667E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
23:50:00,4.331929E+02,0.000000E+00,2.202736E-02,0.000000E+00,6.497983E+02,0.000000E+00,4.185748E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
24:00:00,4.331936E+02,0.000000E+00,2.202740E-02,0.000000E+00,6.498109E+02,0.000000E+00,4.185830E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Peak,4.331936E+02,0.000000E+00,2.202740E-02,0.000000E+00,6.498109E+02,0.000000E+00,4.185830E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00

Peak Vol Flow (m3/s),,,1.925216E-02,0.000000E+00,,,3.658456E-02,0.000000E+00,,,0.000000E+00,0.000000E+00
